Date,Open,High,Low,Close,Adj Close,Volume,Return_Open_1,Return_High_1,Return_Low_1,Return_Close_1,MA_Close_5,MA_Close_10,Vol_Close_5,Vol_High_5,Rolling_High_5,Rolling_Low_5,HL_Ratio_5,Close_vs_MA5,RSI_14,MACD,MA_Close_5_lag,Vol_Close_5_lag,HL_Ratio_5_lag,Close_vs_MA5_lag,RSI_14_lag,MACD_lag,Target
2020-04-25,0.630528,0.670948,0.621547,0.643329,0.643329,7311905,0.010427533688769976,-0.00010729933534017017,0.012388812605771567,0.014327338776050889,0.6368576,0.6362709000000001,0.037264036775422,0.04010946559105359,0.706964,0.508549,0.3084191758804593,0.010161455245254247,41.77261375598765,-0.07993886176591825,0.6159542,0.05687867296008232,0.31283800189832905,0.029690194498227296,33.776559245065044,-0.0835941074362535,-0.01216018553492851
2020-04-26,0.653215,0.691499,0.631171,0.635506,0.635506,8320760,0.03598095564352418,0.03062979545359698,0.01548394570322128,-0.01216018553492851,0.6464270000000001,0.6307399,0.025874172672763977,0.016217799767536907,0.706964,0.569621,0.21611597687511996,-0.016894405710157656,32.688196762215284,-0.0767881381009442,0.6368576,0.037264036775422,0.3084191758804593,0.010161455245254247,41.77261375598765,-0.07993886176591825,-0.09934445937567862
2020-04-27,0.635714,0.660283,0.561028,0.572372,0.572372,7406934,-0.02679209754828041,-0.04514250924440964,-0.11113153170852283,-0.09934445937567862,0.6225812,0.6219043,0.028627928264196953,0.015787530975422206,0.698077,0.561028,0.239440433843724,-0.08064682968261805,34.70933901715864,-0.07848087439646667,0.6464270000000001,0.025874172672763977,0.21611597687511996,-0.016894405710157656,32.688196762215284,-0.0767881381009442,0.15535525846826895
2020-04-28,0.578253,0.692148,0.568484,0.661293,0.661293,7470201,-0.09038813051151931,0.04825960989454527,0.01328988927468864,0.15535525846826895,0.6293484,0.619924,0.03363067112473384,0.014065621362027185,0.692148,0.561028,0.19827822160524913,0.05075821278007542,49.95099726763246,-0.07181931024741484,0.6225812,0.028627928264196953,0.239440433843724,-0.08064682968261805,34.70933901715864,-0.07848087439646667,0.12785104333480005
2020-04-29,0.662286,0.777771,0.655274,0.74584,0.74584,8801144,0.1453222032570519,0.1237062015638274,0.15266920441032647,0.12785104333480005,0.651668,0.6338111000000001,0.062409155958881565,0.04634895009274674,0.777771,0.561028,0.2906025421001824,0.14450916724467056,56.94469533071478,-0.059037192350039014,0.6293484,0.03363067112473384,0.19827822160524913,0.05075821278007542,49.95099726763246,-0.07181931024741484,-0.07346749973184588
2020-04-30,0.747195,0.800816,0.687881,0.691045,0.691045,5016892,0.12820594123988732,0.029629543914596948,0.04976086339454937,-0.07346749973184588,0.6612112,0.6490344,0.06443069312602498,0.06107673909353662,0.800816,0.561028,0.34699332170842706,0.045119925373314995,50.015798224252,-0.0527210351102142,0.651668,0.062409155958881565,0.2906025421001824,0.14450916724467056,56.94469533071478,-0.059037192350039014,0.05462596502398546
2020-05-01,0.691045,0.737071,0.685903,0.728794,0.728794,4164272,-0.07514771913623623,-0.0796000579409002,-0.0028754973607352497,0.05462596502398546,0.6798687999999999,0.6631479,0.06850438713469381,0.058255396631556385,0.800816,0.561028,0.32902027184636534,0.07196270809897465,54.64661276361026,-0.04416035311194444,0.6612112,0.06443069312602498,0.34699332170842706,0.045119925373314995,50.015798224252,-0.0527210351102142,-0.017725173368606347
2020-05-02,0.727268,0.748981,0.707904,0.715876,0.715876,3441356,0.052417715199444326,0.01615855188984504,0.03207596409404819,-0.017725173368606347,0.7085696,0.6655754,0.03314242396536496,0.04141054494087177,0.800816,0.568484,0.324542239158737,0.010311478223169468,52.398700094899695,-0.037980509915443106,0.6798687999999999,0.06850438713469381,0.32902027184636534,0.07196270809897465,54.64661276361026,-0.04416035311194444,-0.050764378188401287
2020-05-03,0.714796,0.729801,0.656616,0.679535,0.679535,3328344,-0.017149111469224602,-0.025608126240852538,-0.07245050176295091,-0.050764378188401287,0.712218,0.6707832,0.0270880879816202,0.02972670760444158,0.800816,0.655274,0.21417881345331727,-0.04588903959181034,55.27990803125773,-0.03560492325248121,0.7085696,0.03314242396536496,0.324542239158737,0.010311478223169468,52.398700094899695,-0.037980509915443106,-0.017723884715283324
2020-05-04,0.679625,0.705812,0.618434,0.667491,0.667491,3443698,-0.049204248484882335,-0.032870604452446675,-0.05814966433958347,-0.017723884715283324,0.6965482,0.6741081,0.02538410194787289,0.035212153906001804,0.800816,0.618434,0.27323514474352456,-0.04171599323636188,60.195190127353705,-0.034298729448138054,0.712218,0.0270880879816202,0.21417881345331727,-0.04588903959181034,55.27990803125773,-0.03560492325248121,-0.03843347700568241
2020-05-05,0.67344,0.686214,0.626499,0.641837,0.641837,2847469,-0.00910060695236343,-0.02776660073787355,0.013041003567074237,-0.03843347700568241,0.6867066000000001,0.6739588999999999,0.035553323576003534,0.02528712327845831,0.748981,0.618434,0.20339587776958942,-0.06534027778384544,54.4562778424831,-0.034930962456722225,0.6965482,0.02538410194787289,0.27323514474352456,-0.04171599323636188,60.195190127353705,-0.034298729448138054,-0.029996712560977266
